account;period;creation_date;buy;amount;times
1114976;202303;2024-05-23 11:20:47.641361;0;0;0
1160266;202303;2017-06-09 15:27:25.641361;0;0;0
1657925;202303;2015-08-23 15:19:18.641361;1;93645;4
1167754;202303;2023-12-30 13:12:41.641361;0;0;0
1830556;202303;2013-11-03 22:30:49.641361;0;0;0
1713537;202303;2020-07-07 20:17:55.641361;0;0;0
1442667;202303;2011-07-13 17:22:07.641361;0;0;0
1625381;202303;2010-02-16 14:48:19.641361;0;0;0
1066614;202303;2004-07-01 17:48:07.641361;0;0;0
1403458;202303;2012-04-18 15:30:31.641361;0;0;0
1400157;202303;2011-10-10 09:59:06.641361;1;659041;4
1624835;202303;2007-07-08 15:54:27.641361;0;0;0
1490786;202303;2009-05-24 02:02:51.641361;0;0;0
1554817;202303;2009-04-14 20:02:25.641361;1;941241;3
1263627;202303;2010-01-06 20:12:30.641361;0;0;0
1580100;202303;2020-08-02 09:52:15.641361;1;823424;2
1902593;202303;2004-06-01 14:50:24.641361;0;0;0
1988211;202303;2015-05-30 20:29:12.641361;0;0;0
1012039;202303;2007-01-21 06:12:44.641361;0;0;0
1713329;202303;2006-03-09 03:14:25.641361;1;749641;3
1755732;202303;2009-01-25 19:34:22.641361;0;0;0
1120117;202303;2021-10-26 19:14:51.641361;1;664383;5
1714826;202303;2019-05-15 19:34:00.641361;0;0;0
1927768;202303;2018-11-19 07:24:40.641361;1;259239;4
1563055;202303;2020-06-16 11:57:22.641361;1;578870;3
1787353;202303;2015-07-16 11:24:40.641361;0;0;0
1279787;202303;2014-09-14 14:44:34.641361;1;765909;5
1805935;202303;2021-06-07 23:53:49.641361;1;517698;2
1672098;202303;2008-05-26 06:15:06.641361;1;329390;4
1356700;202303;2012-08-07 18:31:14.641361;1;748062;5
1116971;202303;2023-06-20 19:00:14.641361;0;0;0
1307758;202303;2017-10-15 15:35:41.641361;1;166386;5
1455885;202303;2017-03-31 14:09:52.641361;0;0;0
1165841;202303;2017-07-11 17:58:03.641361;1;893329;3
1475764;202303;2020-07-21 03:47:11.641361;0;0;0
1003403;202303;2016-06-27 05:35:18.641361;1;294018;5
1757169;202303;2015-01-06 23:47:46.641361;1;107165;5
1918399;202303;2022-03-03 13:30:37.641361;1;110575;2
1754640;202303;2015-03-12 17:46:00.641361;0;0;0
1276184;202303;2022-06-19 16:19:38.641361;1;323047;2
1524903;202303;2007-01-26 09:09:56.641361;1;657804;4
1798976;202303;2011-09-08 19:10:40.641361;1;875105;4
1187331;202303;2010-01-22 23:19:36.641361;1;723610;2
1532343;202303;2013-11-10 03:25:30.641361;1;587158;5
1956960;202303;2009-04-09 06:01:19.641361;0;0;0
1111580;202303;2019-04-15 10:05:11.641361;1;981948;5
1912805;202303;2023-06-25 00:37:48.641361;0;0;0
1655675;202303;2019-06-09 03:30:13.641361;1;285497;4
1312943;202303;2021-01-31 05:17:25.641361;1;756964;3
1882555;202303;2012-12-07 03:23:18.641361;1;686971;5
1669988;202303;2008-07-01 20:07:33.641361;0;0;0
1532324;202303;2023-05-23 22:52:53.641361;0;0;0
1638552;202303;2019-03-23 16:18:17.641361;1;141575;3
1208574;202303;2016-04-03 14:05:08.641361;0;0;0
1160264;202303;2010-06-19 19:28:41.641361;1;350610;5
1392078;202303;2005-04-08 21:54:04.641361;1;170485;4
1799551;202303;2016-11-07 03:39:27.641361;0;0;0
1169397;202303;2020-04-07 17:45:18.641361;1;596045;2
1565580;202303;2016-03-07 09:12:38.641361;0;0;0
1999817;202303;2018-11-02 19:22:44.641361;0;0;0
1816450;202303;2011-09-07 07:33:56.641361;1;852315;2
1967243;202303;2023-06-16 10:16:40.641361;0;0;0
1556117;202303;2010-11-28 00:24:38.641361;0;0;0
1963111;202303;2017-06-03 13:34:33.641361;0;0;0
1000600;202303;2017-02-21 00:27:12.641361;1;592716;5
1628039;202303;2010-07-02 03:42:27.641361;1;392660;3
1339903;202303;2004-10-09 04:23:01.641361;0;0;0
1512341;202303;2011-01-27 07:35:47.641361;1;885263;3
1020423;202303;2019-06-14 12:52:25.641361;0;0;0
1117302;202303;2016-09-09 19:04:50.641361;1;756027;3
1974231;202303;2022-04-22 11:35:38.641361;0;0;0
1380613;202303;2011-01-15 13:00:04.641361;0;0;0
1921407;202303;2004-08-07 07:48:35.641361;0;0;0
1872065;202303;2024-05-09 10:42:42.641361;0;0;0
1845965;202303;2014-12-20 22:50:28.641361;1;399265;3
1322452;202303;2015-08-02 09:41:55.641361;1;808450;3
1251084;202303;2007-08-12 02:09:22.641361;0;0;0
1060739;202303;2016-12-16 16:12:14.641361;1;573616;5
1252573;202303;2013-01-16 04:10:31.641361;0;0;0
1920660;202303;2021-07-08 01:10:01.641361;0;0;0
1594917;202303;2004-11-07 00:58:14.641361;1;412298;5
1992949;202303;2013-09-12 14:55:52.641361;0;0;0
1082583;202303;2005-07-20 05:22:52.641361;0;0;0
1089815;202303;2013-10-06 12:39:49.641361;0;0;0
1767461;202303;2020-09-12 01:26:47.641361;0;0;0
1509598;202303;2017-12-17 09:01:25.641361;1;62450;4
1855663;202303;2005-11-26 08:04:43.641361;0;0;0
1072575;202303;2013-01-07 04:43:04.641361;1;357371;4
1797550;202303;2013-09-26 20:44:23.641361;1;984560;4
1558583;202303;2006-05-10 17:49:35.641361;0;0;0
1803036;202303;2023-11-17 08:48:55.641361;0;0;0
1131870;202303;2005-06-11 16:15:50.641361;0;0;0
1134629;202303;2020-06-05 13:32:49.641361;0;0;0
1691799;202303;2019-11-15 15:21:47.641361;1;157184;4
1498370;202303;2021-02-02 19:01:33.641361;1;263514;3
1992843;202303;2010-04-28 02:25:05.641361;0;0;0
1576511;202303;2020-07-08 08:41:54.641361;0;0;0
1173149;202303;2022-12-21 20:58:15.641361;0;0;0
1277933;202303;2007-12-11 14:47:57.641361;0;0;0
1553307;202303;2005-09-16 04:53:35.641361;0;0;0
1914813;202303;2016-12-24 22:58:34.641361;1;175053;4
1636060;202303;2005-05-22 22:10:11.641361;1;549524;3
1443693;202303;2009-08-15 08:25:41.641361;1;876270;3
1222087;202303;2010-06-06 01:58:37.641361;1;656409;5
1974037;202303;2008-11-20 14:48:57.641361;0;0;0
1565493;202303;2007-03-24 20:36:48.641361;0;0;0
1791953;202303;2018-09-07 19:36:20.641361;1;360874;3
1765389;202303;2008-06-21 17:37:47.641361;1;922531;3
1723379;202303;2006-04-26 02:10:26.641361;0;0;0
1210923;202303;2019-06-30 15:51:00.641361;0;0;0
1747582;202303;2006-07-13 02:30:18.641361;1;297681;3
1326859;202303;2015-02-06 17:54:45.641361;1;126433;5
1418374;202303;2007-09-22 22:23:51.641361;0;0;0
1704315;202303;2022-12-03 04:25:45.641361;1;59138;4
1681447;202303;2013-11-06 22:17:39.641361;1;453199;5
1391560;202303;2011-01-06 18:21:32.641361;0;0;0
1459382;202303;2004-12-22 18:33:32.641361;0;0;0
1943314;202303;2015-09-23 18:24:22.641361;1;432502;5
1542718;202303;2015-03-06 15:07:47.641361;1;421158;5
1473418;202303;2010-03-02 11:06:49.641361;1;487566;5
1126883;202303;2024-05-17 15:17:27.641361;0;0;0
1259948;202303;2016-11-14 05:29:10.641361;1;926531;3
1235613;202303;2021-12-23 09:44:50.641361;1;46616;5
1067137;202303;2004-11-21 15:56:10.641361;0;0;0
1354509;202303;2018-02-16 00:15:55.641361;0;0;0
1022057;202303;2018-07-30 03:00:03.641361;0;0;0
1616887;202303;2006-07-02 15:20:56.641361;0;0;0
1580829;202303;2006-08-14 18:45:44.641361;1;488152;5
1241293;202303;2010-12-22 07:47:11.641361;0;0;0
1617025;202303;2021-06-22 07:04:25.641361;1;855483;2
1230915;202303;2009-06-05 18:57:21.641361;0;0;0
1007541;202303;2013-06-25 04:28:22.641361;0;0;0
1074442;202303;2007-04-08 01:51:01.641361;0;0;0
1742226;202303;2010-04-13 08:45:28.641361;1;77015;4
1661760;202303;2019-06-30 22:04:27.641361;0;0;0
1061734;202303;2005-12-03 16:21:52.641361;1;674300;2
1240063;202303;2013-10-13 15:52:36.641361;0;0;0
1070675;202303;2011-03-03 16:50:30.641361;1;938012;4
1949402;202303;2021-08-10 06:15:55.641361;1;690465;2
1032939;202303;2018-05-02 13:13:42.641361;1;885501;2
1901394;202303;2010-04-18 02:59:19.641361;1;789251;4
1346480;202303;2004-07-08 14:55:04.641361;1;822662;3
1074300;202303;2014-12-30 13:38:33.641361;0;0;0
1539132;202303;2013-09-21 18:14:47.641361;0;0;0
1249566;202303;2023-06-25 22:33:31.641361;0;0;0
1292005;202303;2016-05-04 17:01:08.641361;1;366085;2
1701475;202303;2008-05-31 10:56:55.641361;0;0;0
1508994;202303;2016-01-10 23:22:51.641361;1;28265;4
1224644;202303;2020-04-09 22:22:04.641361;1;153334;5
1565428;202303;2023-09-28 13:29:08.641361;1;773640;5
1138740;202303;2007-05-04 12:06:45.641361;0;0;0
1758491;202303;2023-09-03 21:44:27.641361;0;0;0
1980958;202303;2020-02-29 13:56:31.641361;0;0;0
1925246;202303;2007-05-30 04:32:14.641361;0;0;0
1598783;202303;2008-05-13 09:36:24.641361;1;338250;4
1604202;202303;2007-06-29 00:17:42.641361;0;0;0
1495632;202303;2010-08-14 14:14:32.641361;1;453260;3
1254802;202303;2007-05-08 12:16:40.641361;1;559437;2
1822734;202303;2010-09-22 20:07:46.641361;0;0;0
1495949;202303;2015-03-19 07:39:26.641361;0;0;0
1846722;202303;2005-02-03 10:27:57.641361;0;0;0
1426834;202303;2010-03-03 23:35:24.641361;1;660013;5
1199660;202303;2004-10-06 06:40:24.641361;0;0;0
1098908;202303;2011-10-23 20:49:18.641361;0;0;0
1101640;202303;2017-02-25 01:00:05.641361;0;0;0
1690994;202303;2020-01-27 13:40:35.641361;1;186957;3
1451990;202303;2007-03-05 14:24:03.641361;0;0;0
1371508;202303;2012-10-20 19:55:49.641361;1;287430;4
1444155;202303;2014-11-18 12:51:37.641361;0;0;0
1431072;202303;2010-11-29 06:50:40.641361;1;579009;5
1489711;202303;2008-12-04 02:54:32.641361;0;0;0
1905799;202303;2014-12-22 03:35:00.641361;1;18440;1
1764492;202303;2006-03-23 09:05:03.641361;0;0;0
1056803;202303;2017-04-25 10:57:34.641361;0;0;0
1706074;202303;2014-03-06 05:07:38.641361;0;0;0
1685198;202303;2010-06-19 16:58:48.641361;1;986194;3
1677569;202303;2013-11-25 09:17:00.641361;0;0;0
1103199;202303;2009-03-09 16:54:59.641361;0;0;0
1063557;202303;2023-08-20 14:56:25.641361;0;0;0
1422180;202303;2015-02-22 22:58:20.641361;1;742292;4
1763588;202303;2018-06-30 08:22:49.641361;0;0;0
1355785;202303;2012-02-05 16:31:01.641361;1;827708;2
1839483;202303;2010-10-24 23:33:17.641361;0;0;0
1903530;202303;2013-09-09 18:48:19.641361;1;57538;2
1114577;202303;2011-03-10 10:16:28.641361;1;365320;3
1260736;202303;2010-06-08 14:56:40.641361;0;0;0
1200897;202303;2014-06-11 20:12:25.641361;0;0;0
1199449;202303;2013-03-26 16:34:46.641361;0;0;0
1562337;202303;2019-05-14 16:30:56.641361;0;0;0
1470406;202303;2013-05-30 04:52:16.641361;0;0;0
1146992;202303;2007-07-22 00:10:42.641361;1;896752;2
1442375;202303;2021-01-28 15:17:52.641361;1;969324;3
1192402;202303;2016-06-29 05:44:53.641361;0;0;0
1292076;202303;2024-02-06 08:03:48.641361;0;0;0
1485101;202303;2016-10-12 09:04:10.641361;0;0;0
1261942;202303;2016-04-12 00:31:02.641361;1;713486;5
1916965;202303;2022-03-16 16:46:55.641361;0;0;0
1968115;202303;2019-09-16 21:26:51.641361;0;0;0
1079047;202303;2010-03-18 03:15:05.641361;0;0;0
1464657;202303;2005-08-29 00:40:57.641361;0;0;0
1847273;202303;2024-04-27 10:45:48.641361;1;93393;3
1903190;202303;2017-07-13 14:57:23.641361;0;0;0
1897547;202303;2009-09-15 13:48:09.641361;0;0;0
1577058;202303;2022-09-17 22:40:59.641361;0;0;0
1102665;202303;2023-10-05 05:57:51.641361;0;0;0
1053046;202303;2011-07-30 13:50:06.641361;0;0;0
1683824;202303;2019-03-04 07:01:33.641361;0;0;0
1566848;202303;2016-03-18 22:35:05.641361;0;0;0
1876639;202303;2014-03-26 06:03:29.641361;0;0;0
1015475;202303;2011-06-20 14:40:24.641361;0;0;0
1097794;202303;2016-01-20 00:42:56.641361;0;0;0
1971367;202303;2021-07-20 03:02:51.641361;1;346182;2
1790171;202303;2023-03-06 17:39:34.641361;0;0;0
1889922;202303;2013-07-23 22:42:19.641361;0;0;0
1247862;202303;2007-07-01 10:41:13.641361;1;787714;4
1174390;202303;2021-11-15 06:40:51.641361;0;0;0
1426157;202303;2011-07-31 07:29:22.641361;1;521256;4
1509232;202303;2013-03-12 12:29:25.641361;0;0;0
1504741;202303;2011-11-01 22:16:30.641361;1;85424;4
1224131;202303;2020-04-27 18:38:52.641361;0;0;0
1906652;202303;2013-04-14 05:32:00.641361;1;188290;5
1420522;202303;2005-06-24 08:57:14.641361;1;860080;5
1946280;202303;2008-05-01 10:13:55.641361;1;174871;4
1061484;202303;2021-12-31 23:21:30.641361;0;0;0
1172635;202303;2010-10-02 08:46:58.641361;1;49307;5
1397383;202303;2020-07-30 06:03:35.641361;0;0;0
1002261;202303;2009-03-02 02:44:27.641361;0;0;0
1409387;202303;2020-04-22 07:01:01.641361;0;0;0
1278086;202303;2024-05-17 07:19:09.641361;1;596410;3
1971525;202303;2015-05-26 13:00:54.641361;1;387114;3
1822158;202303;2017-01-28 02:51:51.641361;0;0;0
1823268;202303;2023-08-04 19:59:26.641361;0;0;0
1477111;202303;2017-04-08 01:18:15.641361;0;0;0
1299106;202303;2005-07-24 05:18:01.641361;0;0;0
1443556;202303;2015-05-18 20:25:01.641361;0;0;0
1730430;202303;2007-12-20 15:14:30.641361;0;0;0
1765991;202303;2016-08-14 14:34:27.641361;1;530456;2
1821415;202303;2004-09-04 16:58:08.641361;1;918881;5
1582766;202303;2009-10-23 10:23:23.641361;0;0;0
1694023;202303;2018-09-30 14:58:10.641361;0;0;0
1753306;202303;2020-08-02 19:23:34.641361;1;912083;3
1510312;202303;2015-10-19 05:05:36.641361;0;0;0
1162317;202303;2015-11-12 13:29:44.641361;1;418215;3
1199123;202303;2007-10-26 21:19:02.641361;0;0;0
1311121;202303;2010-10-10 21:23:32.641361;1;67294;4
1228276;202303;2016-08-03 16:13:16.641361;1;885667;2
1061325;202303;2014-10-30 19:28:25.641361;0;0;0
1607315;202303;2009-12-12 01:59:17.641361;1;873070;5
1771477;202303;2020-04-17 06:01:51.641361;1;311195;2
1568533;202303;2023-01-05 16:07:55.641361;1;269743;5
1063919;202303;2010-09-29 01:48:25.641361;1;470009;3
1784310;202303;2005-02-23 20:23:20.641361;0;0;0
1328839;202303;2019-05-07 08:39:25.641361;1;621681;4
1059943;202303;2019-12-10 01:26:04.641361;0;0;0
1052579;202303;2024-01-03 09:31:13.641361;1;507259;5
1612555;202303;2019-03-18 03:36:38.641361;1;903616;5
1499949;202303;2017-12-30 07:03:30.641361;1;985059;3
1527277;202303;2020-07-09 21:34:53.641361;0;0;0
1964048;202303;2012-09-11 18:22:35.641361;0;0;0
1894142;202303;2013-01-01 10:34:02.641361;1;15888;1
1556927;202303;2017-02-08 16:51:09.641361;1;170483;3
1165081;202303;2015-11-27 13:19:33.641361;1;224078;5
1059643;202303;2020-10-29 13:36:59.641361;0;0;0
1532497;202303;2018-01-21 21:47:02.641361;1;102970;3
1084003;202303;2014-08-15 23:22:57.641361;1;155286;2
1892698;202303;2005-10-10 06:08:19.641361;1;789378;2
1194852;202303;2012-05-19 08:48:53.641361;0;0;0
1071850;202303;2021-08-28 20:08:42.641361;1;808855;4
1623940;202303;2008-01-29 22:18:32.641361;1;830547;4
1071263;202303;2018-09-25 09:10:13.641361;0;0;0
1708012;202303;2018-11-25 09:06:37.641361;1;821297;2
1903683;202303;2013-07-29 01:14:59.641361;0;0;0
1246630;202303;2024-01-22 07:42:43.641361;1;652776;5
1423390;202303;2018-01-16 21:35:25.641361;1;563255;5
1125711;202303;2005-05-19 10:07:18.641361;0;0;0
1987336;202303;2009-12-27 23:51:30.641361;1;332670;3
1933534;202303;2021-11-02 00:06:24.641361;1;188515;5
1597348;202303;2010-01-26 07:23:16.641361;0;0;0
1258176;202303;2014-08-21 01:30:38.641361;0;0;0
1607041;202303;2022-03-29 15:47:08.641361;0;0;0
1623399;202303;2011-02-28 22:50:55.641361;1;150286;3
1041673;202303;2023-09-26 06:18:34.641361;1;557039;3
1649469;202303;2009-02-26 19:22:53.641361;1;615495;2
1085966;202303;2008-10-29 18:39:24.641361;0;0;0
1439590;202303;2015-09-29 18:12:17.641361;1;591840;3
1689306;202303;2006-03-29 03:42:46.641361;0;0;0
1612025;202303;2007-06-26 23:39:23.641361;0;0;0
1592684;202303;2014-12-07 01:38:07.641361;0;0;0
1548178;202303;2009-03-22 13:34:47.641361;1;332725;4
1331738;202303;2016-03-08 18:17:06.641361;1;243799;2
1980111;202303;2020-01-07 05:50:45.641361;0;0;0
1273433;202303;2017-11-18 18:58:49.641361;1;71183;3
1214182;202303;2010-01-13 08:24:21.641361;1;446484;3
1702259;202303;2020-01-30 12:51:02.641361;0;0;0
1750982;202303;2004-06-09 00:42:19.641361;0;0;0
1329446;202303;2009-06-05 12:07:02.641361;1;673949;2
1250281;202303;2011-03-25 02:47:06.641361;1;994916;3
1278518;202303;2010-04-06 22:37:11.641361;1;532043;3
1415012;202303;2014-08-29 18:09:55.641361;1;99107;5
